color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;*' TheJellyfish;Steam;76561198011304507;23;Octane;372;625;3;1;1;3;10;2;1;100;346;52.17;2009;1538;471;18;44;69;0;69;0;6;39.59;39.84;63;305;0;1515;505676;163.96;45.13;165.39;45.53;33.92;9.34;205.06;56.45;136.53;37.58;21.67;5.97;6.53;0.13;49;128.1;99.8;2873;2845;2900;272.57;75.03;90.7;24.97;264.81;72.9;98.46;27.1;200.1;55.08;106.9;29.43;56.27;15.49;0;2
blue;;Sneakyb4stard;Steam;76561198000133635;23;Octane;372;621;1;1;3;1;10;2;1;100;384;50.69;2350;1665;685;20;61;707;484;223;5;20;28.47;49.4;281;269;20;1621;553789;145.04;39.01;168.84;45.41;57.9;15.57;185.66;49.94;162.33;43.66;23.79;6.4;5.14;0.12;42;128.1;126.7;2875;2624;3126;273.55;73.58;98.23;26.42;242.12;65.12;129.66;34.88;183.86;49.45;118.9;31.98;69.02;18.56;1;0
blue;;Kuzon;Steam;76561198047156244;23;Octane;372;415;1;2;2;2;10;2;0;50;403;53.04;2467;1715;752;21;71;535;336;199;4;19;36.85;27.74;248;166;6;1513;502809;175.96;48.51;152.41;42.02;34.37;9.48;230.21;63.46;119.96;33.07;12.58;3.47;10.44;0.16;67;102.3;127;2928;2783;3110;258.45;71.25;104.29;28.75;243.53;67.13;119.22;32.87;182.4;50.28;120;33.08;60.35;16.64;0;3
orange;;Kronikiz;Steam;76561198158303790;29;Hotshot;372;381;0;2;1;3;6;5;2;0;412;50.3;2431;1824;607;24;54;653;444;209;6;18;22.26;40.15;552;585;155;1545;524223;169.16;45.5;132.13;35.54;70.46;18.95;225.1;60.55;134.69;36.23;11.95;3.21;6.87;0.09;78;135.3;101;3068;3037;3116;276.3;74.32;95.45;25.68;241.22;64.89;130.53;35.11;186.27;50.11;101.96;27.43;83.51;22.46;3;0
orange;;xNeydinho;Steam;76561198330526456;403;Dominus;372;324;1;0;0;4;6;5;2;25;408;46.83;2471;2116;355;24;33;743;591;152;6;14;63.34;43.82;568;289;8;1694;543183;147.1;39.9;148.72;40.34;72.88;19.77;224.51;60.89;119.6;32.44;24.58;6.67;4.89;0.12;40;117;112.8;3263;2826;3713;259.58;70.4;109.12;29.6;238.84;64.78;129.86;35.22;180.13;48.86;108.09;29.32;80.48;21.83;2;1
orange;;migueleitor15;Steam;76561198260686605;23;Octane;372;276;1;0;0;3;6;5;1;33.33;437;42.36;2655;2126;529;23;46;425;300;125;3;11;55.39;29.76;544;173;0;1666;569481;136.29;36.66;162.05;43.59;73.45;19.76;205.5;55.27;150.64;40.52;15.65;4.21;6.42;0.13;49;105.4;138.1;3105;3290;2956;258.37;69.49;113.42;30.51;227.03;61.07;144.75;38.93;167.86;45.15;118.28;31.81;85.65;23.04;0;0
